,Unnamed: 0,City,Client Group,Contact Method,Country,Date Closed,Language,Month,Organization,Postal/Zip Code,Prog. Area,Program,Prov/State,Reason for Enquiry,Resolution,SRT #,SRT Status,Sector,Topic
24520,1470,,Individual,Web Chat,Canada,2019-03-01,English,Mar,"Innovation, Science and Economic Development Canada
Federal Government",,Other,"Consumer Affairs (OCA)
Employment and Social Development Canada (ESDC)",Ontario,Requires Expert Information,Referral (External),503364,Closed,"Strategic Policy Sector
",Other
24525,1475,,Company,Web Chat,Canada,2019-03-01,English,Mar,"Innovation, Science and Economic Development Canada",,Stream 4,Strategic Innovation Fund,Ontario,Requires Expert Information,Referral (Internal),503408,Closed,Innovation Canada,Innovation
24527,1477,,Not-for-profit Corporations,Web Chat,Canada,2019-03-01,English,Mar,"Innovation, Science and Economic Development Canada",,NFP - Change of Registered Office Address,Corporations Canada (CC),,"Requires Information on a Procedure
Requires Navigational Aid",Completed,503252,Closed,Small Business Tourism and Marketplace Services,Corporations
24535,1485,,Company,Web Chat,Canada,2019-02-28,French,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Québec,Requires Expert Information,Referral (Internal),502914,Closed,Small Business Tourism and Marketplace Services,Corporations
24539,1489,,Company,Web Chat,Unknown,2019-02-27,English,Feb,"Innovation, Science and Economic Development Canada",,,Innovation Superclusters Initiative,,Requires Expert Information,Referral (Internal),502848,Closed,Innovation Canada,Innovation
24544,1494,,Company,Web Chat,Canada,2019-02-27,English,Feb,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Small Business, Tourism and Marketplace Services",Ontario,Requires Expert Information,Partial Resolution + Internal,502737,Closed,Small Business Tourism and Marketplace Services,"Financing
Industries and business"
24545,1495,,Company,Web Chat,Canada,2019-02-27,English,Feb,"Innovation, Science and Economic Development Canada",,Not Applicable,Strategic Innovation Fund,,Requires Information on a Procedure,Completed,502640,Closed,Innovation Canada,Innovation
24548,1498,,Professional Services,Web Chat,Canada,2019-02-27,French,Feb,"Innovation, Science and Economic Development Canada",,"Other
Registration","Corporations Canada (CC)
IC Registration",,Requires Information on a Procedure,Completed,502849,Closed,"Small Business Tourism and Marketplace Services
Communications and Marketing Branch",Corporations
24583,1533,,Company,Web Chat,Canada,2019-02-22,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Québec,Requires Expert Information,Referral (Internal),502163,Closed,Small Business Tourism and Marketplace Services,Corporations
24588,1538,,Unknown,Web Chat,Unknown,2019-02-22,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Competition Bureau Canada,,Requires Expert Information,Referral (Internal),502002,Closed,Competition Bureau Canada,Other
24596,1546,,Individual,Web Chat,Canada,2019-02-21,English,Feb,"Innovation, Science and Economic Development Canada",,"NUANS
Search for a Federal Corporation",Corporations Canada (CC),New Brunswick,Requires Information on a Procedure,Completed,501973,Closed,Small Business Tourism and Marketplace Services,Corporations
24599,1549,,Company,Web Chat,Canada,2019-02-21,English,Feb,Provincial Government,,,Ontario,Ontario,"Requires Information on a Procedure
Requires Expert Information",Partial Resolution + External,501867,Closed,,Corporations
24605,1555,,Professional Services,Web Chat,Canada,2019-02-20,French,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Québec,"Payment of Fees
Requires Expert Information",Referral (Internal),501656,Closed,Small Business Tourism and Marketplace Services,Corporations
24606,1556,,Entrepreneur,Web Chat,Canada,2019-02-20,English,Feb,"Innovation, Science and Economic Development Canada",,Incorporate a Business,Corporations Canada (CC),Alberta,Requires Information on a Procedure,Completed,501784,Closed,Small Business Tourism and Marketplace Services,Corporations
24614,1564,,Individual,Web Chat,Canada,2019-02-19,English,Feb,Provincial Government,,,Ontario,Ontario,"Requires Expert Information
Requires Information on a Procedure",Referral (External),501458,Closed,,Corporations
24615,1565,,Individual,Web Chat,Canada,2019-02-19,English,Feb,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Small Business, Tourism and Marketplace Services",Ontario,Requires Expert Information,Completed,501469,Closed,Small Business Tourism and Marketplace Services,"Financing
Industries and business"
24618,1568,,Company,Web Chat,Canada,2019-02-19,English,Feb,"Innovation, Science and Economic Development Canada",,Stream 4,Strategic Innovation Fund,Ontario,Requires Expert Information,Referral (Internal),501576,Closed,Innovation Canada,Innovation
24620,1570,,Company,Web Chat,Unknown,2019-02-19,English,Feb,"Innovation, Science and Economic Development Canada",,Password,IC Registration,,Problem (Non-Technical),Completed,501557,Closed,Communications and Marketing Branch,Innovation
24624,1574,,Company,Web Chat,Mexico,2019-02-18,English,Feb,"Innovation, Science and Economic Development Canada
Federal Government",,Incorporate a Business,"Corporations Canada (CC)
Global Affairs Canada",,"Requires Information on a Procedure
Requires Navigational Aid",Partial Resolution + Internal,501356,Closed,"Small Business Tourism and Marketplace Services
",Corporations
24628,1578,,Individual,Web Chat,Unknown,2019-02-18,English,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),,"Requires Expert Information
Requires Information on a Procedure",Referral (Internal),501081,Closed,Small Business Tourism and Marketplace Services,Corporations
24632,1582,,Individual,Web Chat,Unknown,2019-02-18,English,Feb,"Innovation, Science and Economic Development Canada",,"Stream 1
Stream 2
Stream 3",Strategic Innovation Fund,,"Hang Up
Requires Information on a Procedure",Completed,500595,Closed,Innovation Canada,Innovation
24633,1583,,Company,Web Chat,United States,2019-02-18,English,Feb,"Innovation, Science and Economic Development Canada",,Business Number,Corporations Canada (CC),,"Hang Up
Requires Information on a Procedure",Completed,500494,Closed,Small Business Tourism and Marketplace Services,Corporations
24638,1588,,Company,Web Chat,Canada,2019-02-15,English,Feb,"Innovation, Science and Economic Development Canada",,CanCode,Spectrum Management and Telecommunications,Ontario,Requires Navigational Aid,Completed,501161,Closed,Spectrum Information Technologies and Telecommunications,Innovation
24645,1595,,Not-for-profit Corporations,Web Chat,Canada,2019-02-15,English,Feb,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Small Business, Tourism and Marketplace Services",Ontario,"Requires Information on a Procedure
Status Update",Completed,499565,Closed,Small Business Tourism and Marketplace Services,"Financing
Industries and business"
24646,1596,,Company,Web Chat,Unknown,2019-02-15,French,Feb,"Innovation, Science and Economic Development Canada",,Obtain Corporation Documents,Corporations Canada (CC),,"Obtain Official Document
Requires Expert Information
Requires Navigational Aid",Partial Resolution + Internal,499467,Closed,Small Business Tourism and Marketplace Services,Corporations
24656,1606,,Individual,Web Chat,Canada,2019-02-14,English,Feb,"Innovation, Science and Economic Development Canada",,Radio Operator Certificate Service Centre,Spectrum Management and Telecommunications,British Columbia,"Requires Expert Information
Problem (Non-Technical)",Referral (Internal),500972,Closed,Spectrum Information Technologies and Telecommunications,Corporations
24657,1607,,Individual,Web Chat,Unknown,2019-02-14,English,Feb,Federal Government,,,"Immigration, Refugees and Citizenship Canada",,Requires Information on a Procedure,Referral (External),500912,Closed,,Other
24658,1608,,Company,Web Chat,Canada,2019-02-14,English,Feb,"Federal Government
Innovation, Science and Economic Development Canada",,,"Public Services and Procurement Canada
Innovative Solutions Canada",Ontario,"Requires Expert Information
Requires Information on a Procedure",Partial Resolution + External,500900,Closed,Innovation Canada,Innovation
24659,1609,,Federal Government,Web Chat,Canada,2019-02-14,English,Feb,"Innovation, Science and Economic Development Canada",,Stream 4,Strategic Innovation Fund,Québec,Requires Expert Information,Completed,500915,Closed,Innovation Canada,Innovation
24661,1611,,Company,Web Chat,Canada,2019-02-13,English,Feb,"Innovation, Science and Economic Development Canada",,Not Applicable,Strategic Innovation Fund,,Requires Expert Information,Completed,500828,Closed,Innovation Canada,Innovation
24662,1612,,Company,Web Chat,Canada,2019-02-13,English,Feb,Federal Government,,,Employment and Social Development Canada (ESDC),British Columbia,"Requires Expert Information
Requires Information on a Procedure",Completed,500862,Closed,,Other
24665,1615,,Entrepreneur,Web Chat,Canada,2019-02-12,French,Feb,"Innovation, Science and Economic Development Canada",,,"Innovative Solutions Canada
Innovation Canada Platform",Québec,"Requires Information on a Procedure
Requires Navigational Aid",Completed,500710,Closed,Innovation Canada,Innovation
24667,1617,,Company,Web Chat,Canada,2019-02-12,English,Feb,"Innovation, Science and Economic Development Canada",,Changes Regarding Directors,Corporations Canada (CC),Ontario,Requires Expert Information,Referral (Internal),500798,Closed,Small Business Tourism and Marketplace Services,Corporations
24671,1621,,Company,Web Chat,Canada,2019-02-11,French,Feb,"Innovation, Science and Economic Development Canada",,Other,Corporations Canada (CC),Québec,Requires Expert Information,Referral (Internal),500474,Closed,Small Business Tourism and Marketplace Services,Corporations
24674,1624,,Company,Web Chat,Canada,2019-02-11,English,Feb,"Innovation, Science and Economic Development Canada",,Obtain Corporation Documents,Corporations Canada (CC),Québec,Requires Expert Information,Completed,500584,Closed,Small Business Tourism and Marketplace Services,Corporations
24676,1626,,Individual,Web Chat,Canada,2019-02-08,English,Feb,"Innovation, Science and Economic Development Canada",,Password,IC Registration,Ontario,Problem (Non-Technical),Completed,500266,Closed,Communications and Marketing Branch,Other
24679,1629,,Individual,Web Chat,Unknown,2019-02-08,English,Feb,"Innovation, Science and Economic Development Canada",,,Other,,"Hang Up
Obtain Official Document
Requires Information on a Procedure",Completed,500264,Closed,,Other
24682,1632,,Individual,Web Chat,Canada,2019-02-08,English,Feb,"Innovation, Science and Economic Development Canada",,NFP - Incorporation,Corporations Canada (CC),Ontario,Requires Information on a Procedure,Completed,500378,Closed,Small Business Tourism and Marketplace Services,Corporations
24688,1638,,Company,Web Chat,Canada,2019-02-07,English,Feb,"Innovation, Science and Economic Development Canada",,,Innovative Solutions Canada,,Requires Information on a Procedure,Completed,500084,Closed,Innovation Canada,Innovation
24690,1640,,Individual,Web Chat,Canada,2019-02-07,English,Feb,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Small Business, Tourism and Marketplace Services",,Requires Information on a Procedure,Referral (Internal),500193,Closed,Small Business Tourism and Marketplace Services,"Financing
Industries and business"
24692,1642,,Individual,Web Chat,Canada,2019-02-07,French,Feb,"Innovation, Science and Economic Development Canada",,Incorporate a Business,Corporations Canada (CC),Québec,"Requires Expert Information
Requires Information on a Procedure",Partial Resolution + Internal,500132,Closed,Small Business Tourism and Marketplace Services,Corporations
24693,1643,,Individual,Web Chat,Unknown,2019-02-07,English,Feb,Federal Government,,,Canadian Anti-Fraud Centre (CAFC),,Requires Expert Information,Completed,500166,Closed,,Other
24696,1646,,Company,Web Chat,Canada,2019-02-06,English,Feb,"Innovation, Science and Economic Development Canada",,,Innovative Solutions Canada,British Columbia,Requires Expert Information,Referral (Internal),500050,Closed,Innovation Canada,Innovation
24703,1653,,Company,Web Chat,Canada,2019-02-05,English,Feb,"Innovation, Science and Economic Development Canada",,Women Entrepreneurship Fund,"Small Business, Tourism and Marketplace Services",Ontario,Status Update,Completed,499623,Closed,Small Business Tourism and Marketplace Services,"Financing
Industries and business"
24704,1654,,Company,Web Chat,Canada,2019-02-05,French,Feb,"Innovation, Science and Economic Development Canada",,Obtain Corporation Documents,Corporations Canada (CC),Québec,"Problem (Non-Technical)
Requires Expert Information",Referral (Internal),499620,Closed,Small Business Tourism and Marketplace Services,Corporations
